vce,ic0u5,ic1u0,ic2u0,ic3u0,ic4u0,ic5u0,ic6u0
1.195,390.5E-6,721.2E-6,1.273E-3,1.737E-3,2.146E-3,2.516E-3,2.856E-3
1.200,390.7E-6,721.3E-6,1.273E-3,1.737E-3,2.146E-3,2.516E-3,2.856E-3
1.205,391.0E-6,721.5E-6,1.273E-3,1.737E-3,2.146E-3,2.516E-3,2.856E-3
1.210,391.2E-6,721.7E-6,1.273E-3,1.737E-3,2.146E-3,2.516E-3,2.856E-3
1.215,391.5E-6,721.9E-6,1.273E-3,1.737E-3,2.146E-3,2.516E-3,2.856E-3
1.220,391.7E-6,722.1E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.225,392.0E-6,722.4E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.230,392.3E-6,722.6E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.235,392.7E-6,722.9E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.240,393.0E-6,723.1E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.245,393.4E-6,723.4E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.250,393.7E-6,723.7E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.255,394.1E-6,724.1E-6,1.274E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.260,394.5E-6,724.4E-6,1.275E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.265,395.0E-6,724.8E-6,1.275E-3,1.738E-3,2.146E-3,2.516E-3,2.856E-3
1.270,395.4E-6,725.1E-6,1.275E-3,1.738E-3,2.147E-3,2.516E-3,2.856E-3
1.275,395.9E-6,725.5E-6,1.275E-3,1.738E-3,2.147E-3,2.516E-3,2.856E-3
1.280,396.4E-6,726.0E-6,1.275E-3,1.738E-3,2.147E-3,2.516E-3,2.856E-3
1.285,396.9E-6,726.4E-6,1.276E-3,1.738E-3,2.147E-3,2.516E-3,2.856E-3
1.290,397.5E-6,726.9E-6,1.276E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.295,398.0E-6,727.4E-6,1.276E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.300,398.7E-6,727.9E-6,1.276E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.305,399.3E-6,728.4E-6,1.277E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.310,399.9E-6,729.0E-6,1.277E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.315,400.6E-6,729.6E-6,1.277E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.320,401.3E-6,730.3E-6,1.278E-3,1.739E-3,2.147E-3,2.516E-3,2.856E-3
1.325,402.1E-6,730.9E-6,1.278E-3,1.740E-3,2.147E-3,2.516E-3,2.856E-3
1.330,402.9E-6,731.6E-6,1.278E-3,1.740E-3,2.147E-3,2.516E-3,2.856E-3
1.335,403.7E-6,732.3E-6,1.279E-3,1.740E-3,2.147E-3,2.517E-3,2.856E-3
1.340,404.6E-6,733.1E-6,1.279E-3,1.740E-3,2.148E-3,2.517E-3,2.856E-3
1.345,405.4E-6,733.9E-6,1.280E-3,1.740E-3,2.148E-3,2.517E-3,2.857E-3
1.350,406.4E-6,734.7E-6,1.280E-3,1.741E-3,2.148E-3,2.517E-3,2.857E-3
1.355,407.3E-6,735.6E-6,1.281E-3,1.741E-3,2.148E-3,2.517E-3,2.857E-3
1.360,408.4E-6,736.5E-6,1.281E-3,1.741E-3,2.148E-3,2.517E-3,2.857E-3
1.365,409.4E-6,737.5E-6,1.282E-3,1.741E-3,2.148E-3,2.517E-3,2.857E-3
1.370,410.5E-6,738.5E-6,1.282E-3,1.742E-3,2.148E-3,2.517E-3,2.857E-3
1.375,411.7E-6,739.5E-6,1.283E-3,1.742E-3,2.148E-3,2.517E-3,2.857E-3
1.380,412.8E-6,740.6E-6,1.284E-3,1.742E-3,2.149E-3,2.517E-3,2.857E-3
1.385,414.1E-6,741.7E-6,1.284E-3,1.743E-3,2.149E-3,2.517E-3,2.857E-3
1.390,415.4E-6,742.9E-6,1.285E-3,1.743E-3,2.149E-3,2.517E-3,2.857E-3
1.395,416.7E-6,744.2E-6,1.286E-3,1.744E-3,2.149E-3,2.517E-3,2.857E-3
1.400,418.1E-6,745.5E-6,1.287E-3,1.744E-3,2.149E-3,2.518E-3,2.857E-3
1.405,419.6E-6,746.8E-6,1.287E-3,1.745E-3,2.150E-3,2.518E-3,2.857E-3
1.410,421.1E-6,748.2E-6,1.288E-3,1.745E-3,2.150E-3,2.518E-3,2.857E-3
1.415,422.6E-6,749.6E-6,1.289E-3,1.745E-3,2.150E-3,2.518E-3,2.857E-3
1.420,424.3E-6,751.2E-6,1.290E-3,1.746E-3,2.151E-3,2.518E-3,2.857E-3
1.425,426.0E-6,752.7E-6,1.291E-3,1.747E-3,2.151E-3,2.518E-3,2.857E-3
1.430,427.7E-6,754.4E-6,1.292E-3,1.747E-3,2.151E-3,2.518E-3,2.858E-3
1.435,429.5E-6,756.1E-6,1.293E-3,1.748E-3,2.152E-3,2.519E-3,2.858E-3
1.440,431.4E-6,757.8E-6,1.294E-3,1.749E-3,2.152E-3,2.519E-3,2.858E-3
1.445,433.4E-6,759.7E-6,1.296E-3,1.749E-3,2.152E-3,2.519E-3,2.858E-3
1.450,435.4E-6,761.6E-6,1.297E-3,1.750E-3,2.153E-3,2.519E-3,2.858E-3
1.455,437.6E-6,763.6E-6,1.298E-3,1.751E-3,2.153E-3,2.520E-3,2.858E-3
1.460,439.8E-6,765.6E-6,1.299E-3,1.752E-3,2.154E-3,2.520E-3,2.858E-3
1.465,442.0E-6,767.8E-6,1.301E-3,1.752E-3,2.154E-3,2.520E-3,2.858E-3
1.470,444.4E-6,770.0E-6,1.302E-3,1.753E-3,2.155E-3,2.520E-3,2.859E-3
1.475,446.9E-6,772.3E-6,1.304E-3,1.754E-3,2.155E-3,2.521E-3,2.859E-3
1.480,449.4E-6,774.6E-6,1.306E-3,1.755E-3,2.156E-3,2.521E-3,2.859E-3
1.485,452.0E-6,777.1E-6,1.307E-3,1.756E-3,2.156E-3,2.521E-3,2.859E-3
1.490,454.8E-6,779.6E-6,1.309E-3,1.757E-3,2.157E-3,2.522E-3,2.859E-3
1.495,457.6E-6,782.3E-6,1.311E-3,1.758E-3,2.158E-3,2.522E-3,2.860E-3
1.500,460.5E-6,785.0E-6,1.313E-3,1.760E-3,2.158E-3,2.523E-3,2.860E-3
1.505,463.5E-6,787.9E-6,1.315E-3,1.761E-3,2.159E-3,2.523E-3,2.860E-3
1.510,466.7E-6,790.8E-6,1.317E-3,1.762E-3,2.160E-3,2.523E-3,2.860E-3
1.515,469.9E-6,793.8E-6,1.319E-3,1.764E-3,2.161E-3,2.524E-3,2.861E-3
1.520,473.3E-6,796.9E-6,1.321E-3,1.765E-3,2.162E-3,2.524E-3,2.861E-3
1.525,476.8E-6,800.2E-6,1.323E-3,1.766E-3,2.163E-3,2.525E-3,2.861E-3
1.530,480.4E-6,803.5E-6,1.326E-3,1.768E-3,2.163E-3,2.526E-3,2.862E-3
1.535,484.1E-6,807.0E-6,1.328E-3,1.770E-3,2.164E-3,2.526E-3,2.862E-3
1.540,488.0E-6,810.5E-6,1.331E-3,1.771E-3,2.166E-3,2.527E-3,2.862E-3
1.545,492.0E-6,814.2E-6,1.333E-3,1.773E-3,2.167E-3,2.527E-3,2.863E-3
1.550,496.1E-6,818.0E-6,1.336E-3,1.775E-3,2.168E-3,2.528E-3,2.863E-3
1.555,500.4E-6,822.0E-6,1.339E-3,1.777E-3,2.169E-3,2.529E-3,2.864E-3
1.560,504.8E-6,826.0E-6,1.342E-3,1.779E-3,2.170E-3,2.530E-3,2.864E-3
1.565,509.4E-6,830.2E-6,1.345E-3,1.781E-3,2.172E-3,2.531E-3,2.865E-3
1.570,514.1E-6,834.5E-6,1.348E-3,1.783E-3,2.173E-3,2.531E-3,2.865E-3
1.575,519.0E-6,838.9E-6,1.351E-3,1.785E-3,2.174E-3,2.532E-3,2.866E-3
1.580,524.0E-6,843.5E-6,1.354E-3,1.787E-3,2.176E-3,2.533E-3,2.866E-3
1.585,529.2E-6,848.2E-6,1.358E-3,1.790E-3,2.178E-3,2.534E-3,2.867E-3
1.590,534.6E-6,853.1E-6,1.361E-3,1.792E-3,2.179E-3,2.535E-3,2.868E-3
1.595,540.1E-6,858.1E-6,1.365E-3,1.795E-3,2.181E-3,2.537E-3,2.868E-3
1.600,545.9E-6,863.3E-6,1.369E-3,1.797E-3,2.183E-3,2.538E-3,2.869E-3
