vce,ic0u5,ic1u0,ic2u0,ic3u0,ic4u0,ic5u0,ic6u0
1.205,374.2E-6,670.6E-6,1.137E-3,1.507E-3,1.820E-3,2.093E-3,2.338E-3
1.210,374.4E-6,670.6E-6,1.136E-3,1.506E-3,1.819E-3,2.092E-3,2.337E-3
1.215,374.6E-6,670.7E-6,1.136E-3,1.506E-3,1.818E-3,2.091E-3,2.335E-3
1.220,374.8E-6,670.7E-6,1.135E-3,1.505E-3,1.817E-3,2.090E-3,2.334E-3
1.225,375.0E-6,670.7E-6,1.135E-3,1.504E-3,1.816E-3,2.089E-3,2.333E-3
1.230,375.2E-6,670.8E-6,1.135E-3,1.503E-3,1.815E-3,2.087E-3,2.331E-3
1.235,375.5E-6,670.8E-6,1.134E-3,1.503E-3,1.814E-3,2.086E-3,2.330E-3
1.240,375.7E-6,670.9E-6,1.134E-3,1.502E-3,1.813E-3,2.085E-3,2.328E-3
1.245,376.0E-6,671.0E-6,1.134E-3,1.501E-3,1.812E-3,2.084E-3,2.327E-3
1.250,376.3E-6,671.1E-6,1.133E-3,1.501E-3,1.811E-3,2.082E-3,2.325E-3
1.255,376.6E-6,671.2E-6,1.133E-3,1.500E-3,1.810E-3,2.081E-3,2.324E-3
1.260,376.9E-6,671.4E-6,1.133E-3,1.500E-3,1.809E-3,2.080E-3,2.322E-3
1.265,377.3E-6,671.5E-6,1.133E-3,1.499E-3,1.808E-3,2.079E-3,2.321E-3
1.270,377.6E-6,671.7E-6,1.132E-3,1.498E-3,1.807E-3,2.078E-3,2.320E-3
1.275,378.0E-6,671.9E-6,1.132E-3,1.498E-3,1.806E-3,2.076E-3,2.318E-3
1.280,378.4E-6,672.1E-6,1.132E-3,1.497E-3,1.806E-3,2.075E-3,2.317E-3
1.285,378.8E-6,672.3E-6,1.132E-3,1.496E-3,1.805E-3,2.074E-3,2.315E-3
1.290,379.3E-6,672.6E-6,1.131E-3,1.496E-3,1.804E-3,2.073E-3,2.314E-3
1.295,379.8E-6,672.9E-6,1.131E-3,1.495E-3,1.803E-3,2.072E-3,2.312E-3
1.300,380.3E-6,673.2E-6,1.131E-3,1.495E-3,1.802E-3,2.071E-3,2.311E-3
1.305,380.8E-6,673.5E-6,1.131E-3,1.494E-3,1.801E-3,2.069E-3,2.310E-3
1.310,381.3E-6,673.9E-6,1.131E-3,1.494E-3,1.800E-3,2.068E-3,2.308E-3
1.315,381.9E-6,674.2E-6,1.131E-3,1.493E-3,1.799E-3,2.067E-3,2.307E-3
1.320,382.5E-6,674.6E-6,1.131E-3,1.493E-3,1.798E-3,2.066E-3,2.305E-3
1.325,383.2E-6,675.1E-6,1.130E-3,1.492E-3,1.798E-3,2.065E-3,2.304E-3
1.330,383.8E-6,675.5E-6,1.130E-3,1.492E-3,1.797E-3,2.064E-3,2.303E-3
1.335,384.5E-6,676.0E-6,1.130E-3,1.491E-3,1.796E-3,2.063E-3,2.301E-3
1.340,385.3E-6,676.6E-6,1.130E-3,1.491E-3,1.795E-3,2.062E-3,2.300E-3
1.345,386.0E-6,677.1E-6,1.130E-3,1.490E-3,1.794E-3,2.060E-3,2.299E-3
1.350,386.9E-6,677.7E-6,1.130E-3,1.490E-3,1.793E-3,2.059E-3,2.297E-3
1.355,387.7E-6,678.3E-6,1.130E-3,1.489E-3,1.793E-3,2.058E-3,2.296E-3
1.360,388.6E-6,679.0E-6,1.130E-3,1.489E-3,1.792E-3,2.057E-3,2.295E-3
1.365,389.5E-6,679.7E-6,1.131E-3,1.489E-3,1.791E-3,2.056E-3,2.293E-3
1.370,390.4E-6,680.5E-6,1.131E-3,1.488E-3,1.790E-3,2.055E-3,2.292E-3
1.375,391.4E-6,681.2E-6,1.131E-3,1.488E-3,1.790E-3,2.054E-3,2.291E-3
1.380,392.5E-6,682.1E-6,1.131E-3,1.488E-3,1.789E-3,2.053E-3,2.289E-3
1.385,393.6E-6,682.9E-6,1.131E-3,1.487E-3,1.788E-3,2.052E-3,2.288E-3
1.390,394.7E-6,683.9E-6,1.132E-3,1.487E-3,1.788E-3,2.051E-3,2.287E-3
1.395,395.9E-6,684.8E-6,1.132E-3,1.487E-3,1.787E-3,2.050E-3,2.285E-3
1.400,397.1E-6,685.8E-6,1.132E-3,1.487E-3,1.786E-3,2.049E-3,2.284E-3
1.405,398.4E-6,686.9E-6,1.133E-3,1.486E-3,1.786E-3,2.048E-3,2.283E-3
1.410,399.7E-6,688.0E-6,1.133E-3,1.486E-3,1.785E-3,2.047E-3,2.282E-3
1.415,401.1E-6,689.2E-6,1.133E-3,1.486E-3,1.785E-3,2.046E-3,2.280E-3
1.420,402.6E-6,690.4E-6,1.134E-3,1.486E-3,1.784E-3,2.045E-3,2.279E-3
1.425,404.1E-6,691.6E-6,1.135E-3,1.486E-3,1.783E-3,2.044E-3,2.278E-3
1.430,405.7E-6,693.0E-6,1.135E-3,1.486E-3,1.783E-3,2.043E-3,2.277E-3
1.435,407.3E-6,694.3E-6,1.136E-3,1.486E-3,1.782E-3,2.043E-3,2.276E-3
1.440,409.0E-6,695.8E-6,1.136E-3,1.486E-3,1.782E-3,2.042E-3,2.275E-3
1.445,410.7E-6,697.3E-6,1.137E-3,1.486E-3,1.782E-3,2.041E-3,2.273E-3
1.450,412.6E-6,698.9E-6,1.138E-3,1.486E-3,1.781E-3,2.040E-3,2.272E-3
1.455,414.5E-6,700.5E-6,1.139E-3,1.486E-3,1.781E-3,2.039E-3,2.271E-3
1.460,416.4E-6,702.2E-6,1.140E-3,1.486E-3,1.781E-3,2.039E-3,2.270E-3
1.465,418.5E-6,704.0E-6,1.141E-3,1.487E-3,1.780E-3,2.038E-3,2.269E-3
1.470,420.6E-6,705.8E-6,1.142E-3,1.487E-3,1.780E-3,2.037E-3,2.268E-3
1.475,422.8E-6,707.8E-6,1.143E-3,1.487E-3,1.780E-3,2.037E-3,2.267E-3
1.480,425.1E-6,709.7E-6,1.144E-3,1.488E-3,1.780E-3,2.036E-3,2.266E-3
1.485,427.4E-6,711.8E-6,1.145E-3,1.488E-3,1.779E-3,2.035E-3,2.265E-3
1.490,429.9E-6,714.0E-6,1.146E-3,1.489E-3,1.779E-3,2.035E-3,2.264E-3
1.495,432.4E-6,716.2E-6,1.147E-3,1.489E-3,1.779E-3,2.034E-3,2.263E-3
1.500,435.1E-6,718.5E-6,1.149E-3,1.490E-3,1.779E-3,2.034E-3,2.262E-3
1.505,437.8E-6,720.9E-6,1.150E-3,1.490E-3,1.779E-3,2.033E-3,2.261E-3
1.510,440.6E-6,723.4E-6,1.152E-3,1.491E-3,1.779E-3,2.033E-3,2.260E-3
1.515,443.6E-6,726.0E-6,1.153E-3,1.492E-3,1.779E-3,2.032E-3,2.260E-3
1.520,446.6E-6,728.7E-6,1.155E-3,1.493E-3,1.779E-3,2.032E-3,2.259E-3
1.525,449.8E-6,731.5E-6,1.157E-3,1.494E-3,1.780E-3,2.032E-3,2.258E-3
1.530,453.0E-6,734.3E-6,1.159E-3,1.494E-3,1.780E-3,2.031E-3,2.257E-3
1.535,456.4E-6,737.3E-6,1.161E-3,1.495E-3,1.780E-3,2.031E-3,2.257E-3
1.540,459.9E-6,740.4E-6,1.163E-3,1.497E-3,1.781E-3,2.031E-3,2.256E-3
1.545,463.5E-6,743.6E-6,1.165E-3,1.498E-3,1.781E-3,2.031E-3,2.255E-3
1.550,467.2E-6,746.9E-6,1.167E-3,1.499E-3,1.782E-3,2.031E-3,2.255E-3
1.555,471.1E-6,750.3E-6,1.169E-3,1.500E-3,1.782E-3,2.031E-3,2.254E-3
1.560,475.1E-6,753.8E-6,1.171E-3,1.502E-3,1.783E-3,2.031E-3,2.254E-3
1.565,479.2E-6,757.4E-6,1.174E-3,1.503E-3,1.783E-3,2.031E-3,2.253E-3
1.570,483.5E-6,761.1E-6,1.176E-3,1.505E-3,1.784E-3,2.031E-3,2.253E-3
1.575,487.9E-6,765.0E-6,1.179E-3,1.506E-3,1.785E-3,2.031E-3,2.253E-3
1.580,492.5E-6,769.0E-6,1.182E-3,1.508E-3,1.786E-3,2.031E-3,2.252E-3
1.585,497.2E-6,773.1E-6,1.185E-3,1.510E-3,1.787E-3,2.031E-3,2.252E-3
1.590,502.1E-6,777.4E-6,1.187E-3,1.512E-3,1.788E-3,2.032E-3,2.252E-3
1.595,507.1E-6,781.7E-6,1.191E-3,1.513E-3,1.789E-3,2.032E-3,2.252E-3
1.600,512.3E-6,786.3E-6,1.194E-3,1.516E-3,1.790E-3,2.033E-3,2.252E-3
